DL,200,310,0,0.09,0.08,0.05,第一直線ライントレース加速
DL,2600,510,0,0.09,0.08,0.05,第一直線ライントレース
DL,430,300,0,0.91,0.45,0.13,第一カーブ指定距離ライントレース
DL,1400,500,10,0.09,0.08,0.05,第二直線指定距離ライントレース
DL,210,410,0,0.12,0.1,0.05,第二直線指定距離ライントレース
DL,470,300,0,0.80,0.4,0.13,第二カーブ指定距離ライントレース
DL,260,200,0,0.22,0.2,0.06,第二カーブ直後ライントレース
CL,BLUE,300,-15,0.13,0.04,0.02,LAPまで指定色ライントレース
